Date;Close;RSI;TNRSI;BB PERCENT;ROC-14;SO;CCI;PPO;OP1;OP2;OP3;OP4;OP5;OP6_RSI_3070;OP7_RSI_4555;OP8_RSI_3565
5.09.2000;39,120541;;;;;;;;;;;;;;;
6.09.2000;38,333633;;;;;;;;;;;;;;;
7.09.2000;39,232956;;;;;;;;;;;;;;;
8.09.2000;39,851238;;;;;;;;;;;;;;;
11.09.2000;40,52573;;;;;;;;;;;;;;;
12.09.2000;40,357109;;;;;;;;;;;;;;;
13.09.2000;39,008125;;;;;;;;;;;;;;;
14.09.2000;39,120541;;;;;;;;;;;;;;;
15.09.2000;40,019863;;;;;;;;;;;;;;;
18.09.2000;39,008125;;;;;;;;;;;;;;;
19.09.2000;39,289162;;;;;;;;;;;;;;;
20.09.2000;37,771557;;;;;;;;;;;;;;;
21.09.2000;37,097065;;;;;;;;;;;;;;;
22.09.2000;39,064331;;;;;;;;;;;;;;;
25.09.2000;38,783295;48,49999849;;;-0,862068855;49,18;;;;;0;;0;0;0;0
26.09.2000;39,008125;53,15789848;;;1,759530593;55,74;;;;;0;;0;0;0;0
27.09.2000;39,064331;49,1428457;;;-0,429804474;57,38;;;;;0;;0;0;0;0
28.09.2000;42,493;60,44446012;;;6,629058801;157,38;;;;;2;;2;0;2;0
29.09.2000;43,560947;61,63795116;;;7,489604752;119,79;;;;;2;;2;0;2;0
2.10.2000;42,605415;58,13008242;;97,05331088;5,571028391;85,22;191,12;;;;0;2;2;0;2;0
3.10.2000;42,830246;65,04425319;;93,85192486;9,79826895;88,7;163,32;;;;2;2;2;0;2;2
4.10.2000;44,46027;68,77471206;;105,4908704;13,64942525;113,91;211,66;;;;2;2;2;0;2;2
5.10.2000;46,652367;71,37681771;;114,0728951;16,57303025;129,77;252,02;;;;2;2;2;2;2;2
6.10.2000;45,303383;69,85816144;;93,50537448;16,13832503;85,88;148,38;;;;2;2;2;0;2;2
9.10.2000;44,628891;66,43599293;;83,49271702;13,59084472;78,82;103,37;;;;2;2;0;0;2;2
10.10.2000;43,673363;68,81721349;;72,86765731;15,62500058;68,82;65,43;5,64;;;2;0;0;0;2;2
11.10.2000;41,762302;63,78738119;;54,72476886;12,57575768;48,82;11,63;4,95;;;2;0;0;0;2;0
12.10.2000;41,312637;57,29926728;;49,66063341;5,755393584;32,14;-2,85;4,27;;;0;0;0;0;2;0
